Mode,Month,Origin Country,Origin Latitude,Origin Longitude,State,Load Port,Port Latitude,Port Longitude,Species,End Use,Destination Country,Destination Latitude,Destination Longitude,Quantity,Year,Date
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Buffalo,Feeder,Indonesia,-0.789275,113.921327,200,2017,01/11/2017
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Slaughter,Brunei Darussalam,4.535277,114.727669,900,2017,01/11/2017
Air,Nov,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Cattle,Breeder,Vietnam,14.058324,108.277199,225,2017,01/11/2017
Air,Nov,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Cattle,Breeder,Malaysia,4.210484,101.975766,132,2017,01/11/2017
Air,Nov,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Cattle,Breeder,Vietnam,14.058324,108.277199,218,2017,01/11/2017
Sea,Nov,Australia,-25.274398,133.775136,VIC,Portland,-38.35261,141.60574,Cattle,Breeder,China,35.86166,104.195397,2797,2017,01/11/2017
Sea,Nov,Australia,-25.274398,133.775136,QLD,Townsville,-19.258965,146.816956,Cattle,Feeder,Indonesia,-0.789275,113.921327,6387,2017,01/11/2017
Sea,Nov,Australia,-25.274398,133.775136,QLD,Townsville,-19.258965,146.816956,Cattle,Slaughter,Vietnam,14.058324,108.277199,1996,2017,01/11/2017
Sea,Nov,Australia,-25.274398,133.775136,VIC,Portland,-38.35261,141.60574,Cattle,Breeder,Sri Lanka,7.873054,80.771797,3030,2017,01/11/2017
Sea,Nov,Australia,-25.274398,133.775136,WA,Geraldton,-28.782387,114.607513,Cattle,Feeder,Indonesia,-0.789275,113.921327,2569,2017,01/11/2017
Sea,Nov,Australia,-25.274398,133.775136,QLD,Brisbane,-27.470125,153.021072,Cattle,Feeder,Japan,36.204824,138.252924,360,2017,01/11/2017
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,1254,2017,01/11/2017
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Productive,Indonesia,-0.789275,113.921327,150,2017,01/11/2017
Sea,Nov,Australia,-25.274398,133.775136,QLD,Brisbane,-27.470125,153.021072,Cattle,Feeder,Japan,36.204824,138.252924,1080,2017,01/11/2017
Sea,Nov,Australia,-25.274398,133.775136,QLD,Brisbane,-27.470125,153.021072,Cattle,Feeder,Japan,36.204824,138.252924,48,2017,01/11/2017
Air,Nov,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Goats,Breeder,Malaysia,4.210484,101.975766,444,2017,01/11/2017
Air,Nov,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Sheep,Breeder,Malaysia,4.210484,101.975766,120,2017,01/11/2017
Air,Nov,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Goats,Breeder,Malaysia,4.210484,101.975766,53,2017,01/11/2017
Air,Nov,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Cattle,Breeder,Malaysia,4.210484,101.975766,169,2017,01/11/2017
Air,Nov,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Goats,Breeder,Malaysia,4.210484,101.975766,473,2017,01/11/2017
Air,Nov,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Sheep,Breeder,Malaysia,4.210484,101.975766,225,2017,01/11/2017
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,3520,2017,01/11/2017
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Productive,Indonesia,-0.789275,113.921327,200,2017,01/11/2017
Sea,Nov,Australia,-25.274398,133.775136,WA,Geraldton,-28.782387,114.607513,Cattle,Feeder,Vietnam,14.058324,108.277199,2428,2017,01/11/2017
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,2000,2017,01/11/2017
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Slaughter,Malaysia,4.210484,101.975766,700,2017,01/11/2017
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Productive,Indonesia,-0.789275,113.921327,93,2017,01/11/2017
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,753,2017,01/11/2017
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,1200,2017,01/11/2017
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Slaughter,Malaysia,4.210484,101.975766,1623,2017,01/11/2017
Sea,Nov,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Buffalo,Slaughter,Malaysia,4.210484,101.975766,435,2017,01/11/2017
Air,Dec,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Sheep,Slaughter,Malaysia,4.210484,101.975766,469,2017,01/12/2017
Air,Dec,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Goats,Breeder,Malaysia,4.210484,101.975766,89,2017,01/12/2017
Air,Dec,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Goats,Breeder,Malaysia,4.210484,101.975766,201,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Slaughter,Vietnam,14.058324,108.277199,3373,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Buffalo,Slaughter,Vietnam,14.058324,108.277199,842,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,Oman,21.512583,55.923255,7250,2017,01/12/2017
Air,Dec,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Cattle,Breeder,Japan,36.204824,138.252924,305,2017,01/12/2017
Air,Dec,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Cattle,Breeder,Taiwan,23.69781,120.960515,170,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Slaughter,China,35.86166,104.195397,1726,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,3880,2017,01/12/2017
Air,Dec,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Cattle,Breeder,Taiwan,23.69781,120.960515,180,2017,01/12/2017
Air,Dec,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Cattle,Breeder,Malaysia,4.210484,101.975766,120,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Feeder,Vietnam,14.058324,108.277199,1300,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Slaughter,Vietnam,14.058324,108.277199,331,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,VIC,Portland,-38.35261,141.60574,Cattle,Breeder,Pakistan,30.375321,69.345116,1923,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Feeder,Israel,31.046051,34.851612,1193,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Feeder,Israel,31.046051,34.851612,19998,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,VIC,Portland,-38.35261,141.60574,Sheep,Slaughter,Qatar,25.354826,51.183884,9834,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,VIC,Portland,-38.35261,141.60574,Sheep,Slaughter,Kuwait,29.31166,47.481766,1990,2017,01/12/2017
Air,Dec,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Cattle,Breeder,Thailand,15.870032,100.992541,207,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,2694,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,3391,2017,01/12/2017
Air,Dec,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Cattle,Breeder,China,35.86166,104.195397,199,2017,01/12/2017
Air,Dec,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Cattle,Breeder,Vietnam,14.058324,108.277199,250,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,1702,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Productive,Indonesia,-0.789275,113.921327,176,2017,01/12/2017
Air,Dec,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Sheep,Breeder,New Zealand,-40.900557,174.885971,4,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Feeder,Israel,31.046051,34.851612,15260,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Feeder,Israel,31.046051,34.851612,3062,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,Kuwait,29.31166,47.481766,4206,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,4110,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,Kuwait,29.31166,47.481766,23934,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,Oman,21.512583,55.923255,7000,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,Qatar,25.354826,51.183884,30166,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Breeder,Pakistan,30.375321,69.345116,684,2017,01/12/2017
Air,Dec,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Goats,Breeder,Malaysia,4.210484,101.975766,36,2017,01/12/2017
Air,Dec,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Sheep,Slaughter,Malaysia,4.210484,101.975766,545,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Slaughter,Vietnam,14.058324,108.277199,2582,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,Kuwait,29.31166,47.481766,22315,2017,01/12/2017
Air,Dec,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Goats,Slaughter,Malaysia,4.210484,101.975766,420,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Breeder,China,35.86166,104.195397,743,2017,01/12/2017
Air,Dec,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Goats,Breeder,Philippines,12.879721,121.774017,25,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,1900,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Geraldton,-28.782387,114.607513,Cattle,Feeder,Indonesia,-0.789275,113.921327,3671,2017,01/12/2017
Air,Dec,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Alpacas,Breeder,Philippines,12.879721,121.774017,37,2017,01/12/2017
Air,Dec,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Cattle,Breeder,Philippines,12.879721,121.774017,187,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,QLD,Townsville,-19.258965,146.816956,Cattle,Productive,Indonesia,-0.789275,113.921327,2107,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,QLD,Townsville,-19.258965,146.816956,Cattle,Feeder,Indonesia,-0.789275,113.921327,850,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Slaughter,Vietnam,14.058324,108.277199,3076,2017,01/12/2017
Air,Dec,Australia,-25.274398,133.775136,SA,Adelaide,-34.92123,138.599503,Sheep,Slaughter,Malaysia,4.210484,101.975766,1272,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,VIC,Portland,-38.35261,141.60574,Cattle,Breeder,China,35.86166,104.195397,2544,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Buffalo,Slaughter,Vietnam,14.058324,108.277199,92,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Slaughter,Vietnam,14.058324,108.277199,2531,2017,01/12/2017
Air,Dec,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Alpacas,Breeder,South Korea,35.907757,127.766922,10,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,Kuwait,29.31166,47.481766,20224,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Slaughter,Kuwait,29.31166,47.481766,50,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,United Arab Emirates,23.424076,53.847818,9000,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Slaughter,United Arab Emirates,23.424076,53.847818,30,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,Qatar,25.354826,51.183884,50000,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Slaughter,Qatar,25.354826,51.183884,99,2017,01/12/2017
Air,Dec,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Cattle,Breeder,Malaysia,4.210484,101.975766,124,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,VIC,Portland,-38.35261,141.60574,Cattle,Breeder,China,35.86166,104.195397,9515,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,1922,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,QLD,Townsville,-19.258965,146.816956,Cattle,Slaughter,Vietnam,14.058324,108.277199,1708,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Productive,Indonesia,-0.789275,113.921327,18,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Feeder,Indonesia,-0.789275,113.921327,2632,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Feeder,Indonesia,-0.789275,113.921327,1273,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,QLD,Brisbane,-27.470125,153.021072,Cattle,Feeder,Japan,36.204824,138.252924,390,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,QLD,Brisbane,-27.470125,153.021072,Cattle,Feeder,Japan,36.204824,138.252924,90,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,QLD,Brisbane,-27.470125,153.021072,Cattle,Feeder,Japan,36.204824,138.252924,990,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,QLD,Townsville,-19.258965,146.816956,Cattle,Feeder,Indonesia,-0.789275,113.921327,2079,2017,01/12/2017
Sea,Dec,Australia,-25.274398,133.775136,QLD,Townsville,-19.258965,146.816956,Cattle,Feeder,Indonesia,-0.789275,113.921327,1500,2017,01/12/2017
Air,Jan,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Sheep,Breeder,Argentina,-38.416097,-63.616672,3,2018,01/01/2018
Air,Jan,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Cattle,Breeder,Taiwan,23.69781,120.960515,223,2018,01/01/2018
Sea,Jan,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,2384,2018,01/01/2018
Sea,Jan,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Productive,Indonesia,-0.789275,113.921327,1060,2018,01/01/2018
Sea,Jan,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,3717,2018,01/01/2018
Sea,Jan,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,550,2018,01/01/2018
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Feeder,Indonesia,-0.789275,113.921327,3262,2018,01/01/2018
Air,Jan,Australia,-25.274398,133.775136,SA,Adelaide,-34.92123,138.599503,Cattle,Breeder,Malaysia,4.210484,101.975766,34,2018,01/01/2018
Air,Jan,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Cattle,Breeder,Thailand,15.870032,100.992541,12,2018,01/01/2018
Sea,Jan,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Slaughter,Vietnam,14.058324,108.277199,2830,2018,01/01/2018
Air,Jan,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Sheep,Breeder,Argentina,-38.416097,-63.616672,2,2018,01/01/2018
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Slaughter,China,35.86166,104.195397,2070,2018,01/01/2018
Sea,Jan,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,2001,2018,01/01/2018
Sea,Jan,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,3169,2018,01/01/2018
Sea,Jan,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Productive,Indonesia,-0.789275,113.921327,200,2018,01/01/2018
Sea,Jan,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,3596,2018,01/01/2018
Sea,Jan,Australia,-25.274398,133.775136,QLD,Townsville,-19.258965,146.816956,Cattle,Slaughter,China,35.86166,104.195397,1606,2018,01/01/2018
Sea,Jan,Australia,-25.274398,133.775136,WA,Geraldton,-28.782387,114.607513,Cattle,Productive,Indonesia,-0.789275,113.921327,400,2018,01/01/2018
Sea,Jan,Australia,-25.274398,133.775136,WA,Geraldton,-28.782387,114.607513,Cattle,Feeder,Indonesia,-0.789275,113.921327,2290,2018,01/01/2018
Air,Jan,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Alpacas,Breeder,New Zealand,-40.900557,174.885971,48,2018,01/01/2018
Air,Jan,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Goats,Slaughter,Malaysia,4.210484,101.975766,558,2018,01/01/2018
Sea,Jan,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,1871,2018,01/01/2018
Sea,Jan,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Productive,Indonesia,-0.789275,113.921327,160,2018,01/01/2018
Air,Jan,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Cattle,Breeder,United Arab Emirates,23.424076,53.847818,227,2018,01/01/2018
Air,Jan,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Sheep,Breeder,United Arab Emirates,23.424076,53.847818,76,2018,01/01/2018
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Slaughter,Vietnam,14.058324,108.277199,3217,2018,01/01/2018
Air,Jan,Australia,-25.274398,133.775136,VIC,Melbourne,-37.840935,144.946457,Cattle,Breeder,Taiwan,23.69781,120.960515,182,2018,01/01/2018
Air,Jan,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Goats,Breeder,Nepal,28.394857,84.124008,25,2018,01/01/2018
Sea,Jan,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,6195,2018,01/01/2018
Air,Jan,Australia,-25.274398,133.775136,WA,Perth,-31.953512,115.857048,Sheep,Slaughter,Malaysia,4.210484,101.975766,1217,2018,01/01/2018
Sea,Jan,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,2461,2018,01/01/2018
Sea,Jan,Australia,-25.274398,133.775136,QLD,Townsville,-19.258965,146.816956,Cattle,Slaughter,Vietnam,14.058324,108.277199,2072,2018,01/01/2018
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Breeder,Israel,31.046051,34.851612,10,2018,01/01/2018
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Feeder,Israel,31.046051,34.851612,9383,2018,01/01/2018
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Feeder,Israel,31.046051,34.851612,4607,2018,01/01/2018
Sea,Jan,Australia,-25.274398,133.775136,QLD,Townsville,-19.258965,146.816956,Cattle,Slaughter,Vietnam,14.058324,108.277199,3795,2018,01/01/2018
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,Jordan,30.585164,36.238414,15420,2018,01/01/2018
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Slaughter,Jordan,30.585164,36.238414,250,2018,01/01/2018
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Feeder,Israel,31.046051,34.851612,2195,2018,01/01/2018
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Slaughter,Vietnam,14.058324,108.277199,2424,2018,01/01/2018
Sea,Jan,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,1570,2018,01/01/2018
Sea,Jan,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,2127,2018,01/01/2018
Sea,Jan,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,1098,2018,01/01/2018
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Slaughter,Vietnam,14.058324,108.277199,2674,2018,01/01/2018
Air,Jan,Australia,-25.274398,133.775136,SA,Adelaide,-34.92123,138.599503,Sheep,Slaughter,Malaysia,4.210484,101.975766,1739,2018,01/01/2018
Air,Jan,Australia,-25.274398,133.775136,SA,Adelaide,-34.92123,138.599503,Goats,Slaughter,Malaysia,4.210484,101.975766,556,2018,01/01/2018
Sea,Jan,Australia,-25.274398,133.775136,QLD,Townsville,-19.258965,146.816956,Cattle,Feeder,Indonesia,-0.789275,113.921327,2616,2018,01/01/2018
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,Qatar,25.354826,51.183884,50000,2018,01/01/2018
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,United Arab Emirates,23.424076,53.847818,12020,2018,01/01/2018
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,Kuwait,29.31166,47.481766,15469,2018,01/01/2018
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Slaughter,Kuwait,29.31166,47.481766,50,2018,01/01/2018
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Breeder,United Arab Emirates,23.424076,53.847818,54,2018,01/01/2018
Sea,Jan,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Slaughter,Kuwait,29.31166,47.481766,3095,2018,01/01/2018
Sea,Feb,Australia,-25.274398,133.775136,VIC,Portland,-38.35261,141.60574,Cattle,Feeder,Russia,61.52401,105.318756,9183,2018,01/02/2018
Sea,Feb,Australia,-25.274398,133.775136,VIC,Portland,-38.35261,141.60574,Sheep,Breeder,Russia,61.52401,105.318756,3721,2018,01/02/2018
Sea,Feb,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Buffalo,Slaughter,Malaysia,4.210484,101.975766,180,2018,01/02/2018
Sea,Feb,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Slaughter,Malaysia,4.210484,101.975766,719,2018,01/02/2018
Sea,Feb,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,1927,2018,01/02/2018
Sea,Feb,Australia,-25.274398,133.775136,SA,Port Adelaide,-34.846111,138.503052,Cattle,Feeder,Turkey,38.963745,35.243322,379,2018,01/02/2018
Sea,Feb,Australia,-25.274398,133.775136,SA,Port Adelaide,-34.846111,138.503052,Sheep,Slaughter,Turkey,38.963745,35.243322,23191,2018,01/02/2018
Air,Feb,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Cattle,Breeder,Indonesia,-0.789275,113.921327,347,2018,01/02/2018
Sea,Feb,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,2031,2018,01/02/2018
Sea,Feb,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Sheep,Breeder,Russia,61.52401,105.318756,12282,2018,01/02/2018
Sea,Feb,Australia,-25.274398,133.775136,WA,Fremantle,-32.056946,115.743889,Cattle,Feeder,Russia,61.52401,105.318756,4540,2018,01/02/2018
Sea,Feb,Australia,-25.274398,133.775136,NT,Darwin,-12.462827,130.841782,Cattle,Feeder,Indonesia,-0.789275,113.921327,2478,2018,01/02/2018
Air,Feb,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Cattle,Breeder,Malaysia,4.210484,101.975766,54,2018,01/02/2018
Air,Feb,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Goats,Slaughter,Malaysia,4.210484,101.975766,291,2018,01/02/2018
Air,Feb,Australia,-25.274398,133.775136,NSW,Sydney,-33.865143,151.2099,Goats,Slaughter,Malaysia,4.210484,101.975766,441,2018,01/02/2018
